epoch,acc,loss,lr,val_acc,val_loss
0,0.90936666666666666,0.74004562913576766,0.0010000000475,0.9627,0.45916633696556092
1,0.95473333333333332,0.42310863304138185,0.0010000000475,0.95089999999999997,0.39403490476608277
